formula	z	exactMW	u_exactMW
-H-C8H7NO	-1	-134.060040301931	3.9703508391752E-09
-H-C5H9O4	-1	-134.057360220671	1.09142975381126E-08
+H-C5H5N5	1	-134.047218730979	1.400777347609E-08
-H-C4H7O4N	-1	-134.044784160641	1.12547391173496E-08
+H-C8H7O2	1	-134.037328012429	5.46543434358603E-09
+H-C7H5NO2	1	-134.024751952399	6.12779492126703E-09
+H-C7H5NS	1	-134.006993887659	4.48498965037982E-08
+H-C4H3Cl2N	1	-133.956978012799	2.58769662035325E-06
+H-C10H14	1	-133.102273998899	1.1791552877091E-09
+H-C6H14O3	1	-133.087017857609	8.24218947128783E-09
+H-C7H7N-CH3N	1	-133.077121878839	5.66040468807691E-09
+H-C8H10N2	1	-133.077121878839	5.66040468807691E-09
+H-C9H10O	1	-133.065888489549	2.83903257617805E-09
+H-C5H10O4	1	-133.050632348259	1.09071340315437E-08
-H-C5H8O4	-1	-133.049535188441	1.09071340315437E-08
+H-C7H6N2O	1	-133.040736369489	6.24284809815902E-09
+H-C5H7FO3	1	-133.030645794729	1.92960748408482E-08
+H-C8H6O2	1	-133.029502980199	5.4571487690563E-09
-H-C4H4O5	-1	-133.013149679091	1.36032395489624E-08
+H-H7O6P	1	-132.990748489129	2.71396854921005E-08
+H-H6SO6	1	-132.981232632879	4.76436453143987E-08
-SCCl2F	-1	-132.907631121221	2.58814121713152E-06
+H-C5H11NOS	1	-132.048858700609	4.49399377408836E-08
+H-C5H11SON	1	-132.048858700609	4.49399377408836E-08
+H-C8H7NO	1	-132.045487397289	3.94123362214162E-09
+H-C8H7ON	1	-132.045487397289	3.94123362214162E-09
+H-C4H7SO2N	1	-132.012473191259	4.51802230271338E-08
-H-C8H18O	-1	-131.143041652031	3.21927618992172E-09
+H-C7H16O2	1	-131.107753302499	5.60588306928244E-09
+H-C10H12	1	-131.086623934439	9.977467819077E-10
+H-C5H12N2O2	1	-131.082601182439	7.8704550594505E-09
+H-C6H12O3	1	-131.071367793149	8.21819802200475E-09
-H-C6H10O3	-1	-131.070270633331	8.21819802200475E-09
+H-C8H8N2	1	-131.061471814379	5.63710110473339E-09
+H-C6H9FO2	1	-131.051381239619	1.83193989706986E-08
+H-C9H8O	1	-131.050238425089	2.7922810748174E-09
+H-C4H8O3N2	1	-131.046215673089	9.91565373301538E-09
-H-C2H7FO5	-1	-131.035027938511	2.2155541794018E-08
+H-C5H8O4	1	-131.034982283799	1.08950585319328E-08
-H-C5H6O4	-1	-131.033885123981	1.08950585319328E-08
+H-C5H13ON3	1	-130.098585599529	8.89771952857669E-09
+H-C6H13NO2	1	-130.087352210239	6.21312804216789E-09
+H-C6H13O2N	1	-130.087352210239	6.21312804216789E-09
+H-C9H9N	1	-130.066222842179	2.89309315414752E-09
+H-C5H9NO3	1	-130.050966700889	8.65524511996344E-09
-H-C5H7NO3	-1	-130.049869541071	8.65524511996344E-09
-H-C5H7O3N	-1	-130.049869541071	8.65524511996344E-09
-H-C3H5O2N4	-1	-130.048526870331	1.24645924430411E-08
-H-C6H5F2N	-1	-130.046281943361	3.50732917719981E-08
+H-C8H5ON	1	-130.029837332829	3.92030320694893E-09
+H-C8H5NO	1	-130.029837332829	3.92030320694893E-09
+H-C3H5O3N3	1	-130.025814580829	1.17160533303011E-08
+H-C4H5O4N	1	-130.014581191539	1.12371813213044E-08
+H-C4H5NO4	1	-130.014581191539	1.12371813213044E-08
-H-C9H20	-1	-129.163777096921	1.9047893109147E-09
+H-C8H18O	1	-129.128488747389	3.12592008205731E-09
-H-C8H16O	-1	-129.127391587571	3.12592008205731E-09
+H-C6H14N2O	1	-129.103336627329	6.3370243830889E-09
+H-C7H14O2	1	-129.092103238039	5.56463820412326E-09
-H-C7H12O2	-1	-129.091006078221	5.56463820412326E-09
+H-C6H10O3	1	-129.055717728689	8.19815151537905E-09
-H-C6H8O3	-1	-129.054620568871	8.19815151537905E-09
+H-C5H10N2S	1	-129.049193053239	4.51173837693119E-08
+H-C5H6O4	1	-129.019332219339	1.08859931167708E-08
+H-C6H15N3	1	-128.119321044419	8.49726618503583E-09
+H-C6H11O2N	1	-128.071702145779	6.18392760004716E-09
+H-C6H11NO2	1	-128.071702145779	6.18392760004716E-09
-H-C4H5N3O2	-1	-128.045452865901	1.00230714818625E-08
-H-C2H9NO3S	-1	-128.037590779931	4.55932844446965E-08
+H-C5H7NO3	1	-128.035316636429	8.64192714415085E-09
+H-C5H9NO4+H2O	1	-128.035316636429	8.64192714415085E-09
+H-C5H7O3N	1	-128.035316636429	8.64192714415085E-09
+H-C6H5F2N	1	-128.031729038719	3.50709459594951E-08
+H-C4H4ClN3	1	-128.002098371889	1.29387485704513E-06
+H-C7H16N2	1	-127.124072072219	5.76410503790299E-09
+H-C8H16O	1	-127.112838682929	3.04053147061096E-09
+H-C6H12N2O	1	-127.087686562869	6.30578856925429E-09
+H-C7H12O2	1	-127.076453173579	5.52904058504394E-09
+H-C3H12O5	1	-127.061197032289	1.36322391165174E-08
+H-C10H8	1	-127.055323805519	6.349297703049E-10
+H-C5H8O2N2	1	-127.051301053519	7.83273260205161E-09
+H-C6H8O3	1	-127.040067664229	8.18207894738831E-09
-H-C6H6O3	-1	-127.038970504411	8.18207894738831E-09
+H-C3H9ClO3	1	-127.016745378459	1.29387346772536E-06
-H-C2H6SO4	-1	-127.005956298381	4.60677809034558E-08
+H-C6H5FS	1	-127.002323045959	4.8053811668797E-08
+H-CH5O5P	1	-126.980183805099	2.55942827154238E-08
+H-C8H17N	1	-126.128823100019	3.15430217409111E-09
+H-C7H13NO	1	-126.092437590669	4.05239024597597E-09
+H-C7H13ON	1	-126.092437590669	4.05239024597597E-09
-H-C7H11NO	-1	-126.091340430851	4.05239024597597E-09
+H-C6H9NO2	1	-126.056052081319	6.15993337210973E-09
-H-C2H7NO3S	-1	-126.021940715471	4.55900362474216E-08
+H-C3H4F3NO	1	-126.017221788789	5.25813899707839E-08
+H-C4H5SN3	1	-126.013141896519	4.55440529872446E-08
+H-C4H5N3S	1	-126.013141896519	4.55440529872446E-08
+H-C6H6ClN	1	-126.011600427489	1.29385065976859E-06
+H-C2H3Cl2NO	1	-125.951892632369	2.58769804897817E-06
+H-C9H18	1	-125.133574127819	1.5419722993119E-09
-H-C9H16	-1	-125.132476968001	1.5419722993119E-09
+H-C8H14O	1	-125.097188618469	2.96379907890132E-09
-H-C8H12O	-1	-125.096091458651	2.96379907890132E-09
-H-C5H8N4	-1	-125.082172727881	1.12321636556856E-08
+H-C6H10N2O	1	-125.072036498409	6.27964003907605E-09
+H-C3H12O4N	1	-125.069356417149	1.12755534899522E-08
+H-C7H10O2	1	-125.060803109119	5.49919988100924E-09
-H-C7H8O2	-1	-125.059705949301	5.49919988100924E-09
+H-C6H7FN2	1	-125.052049944879	1.83621621065523E-08
+H-C2H10N2O2S	1	-125.039022292379	4.54439556964138E-08
+H-C5H6N2O2	1	-125.035650989059	7.82011801313635E-09
-H-C3H8O3S	-1	-125.026691743271	4.55054702780191E-08
+H-C6H6O3	1	-125.024417599769	8.17000377144542E-09
+H-C7H7Cl	1	-125.016351455289	1.29384766369161E-06
+H-C6H6OS	1	-125.006659535029	4.48457078913856E-08
+H-C4H4N3S	1	-125.005316864289	4.55434207287341E-08
+H-C2H7O4P	1	-125.000919249989	2.42629052847933E-08
-H-C2H4O4S	-1	-124.990306233921	4.60656377693063E-08
+H-CH3O5P	1	-124.964533740639	2.55923539475975E-08
+H-CH2SO5	1	-124.955017884389	4.67802181365709E-08
-H-CSO5	-1	-124.953920724571	4.67802181365709E-08
+H-CH3BrO2	1	-124.924365483509	0.000110485672773989
+H-C8H15N	1	-124.113173035559	3.07505878249822E-09
-H-C8H13N	-1	-124.112075875741	3.07505878249822E-09
+H-C6H11N3	1	-124.088020915499	8.45066361393607E-09
+H-C7H11NO	1	-124.076787526209	4.00747641289791E-09
+H-C7H11ON	1	-124.076787526209	4.00747641289791E-09
-H-C7H9NO	-1	-124.075690366391	4.00747641289791E-09
+H-C7H8FN	1	-124.056800972679	1.77128659972887E-08
+H-C5H7ON3	1	-124.051635406149	8.84764762904996E-09
-H-C6H5NO2	-1	-124.039304857041	6.14120638205487E-09
+H-C2H8BrN	1	-123.976735409949	0.00011048567267732
+H-C9H16	1	-123.117924063359	1.3605637935105E-09
-H-C9H14	-1	-123.116826903541	1.3605637935105E-09
+H-C8H12O	1	-123.081538554009	2.89641095640296E-09
+H-C6H8N2O	1	-123.056386433949	6.25864255670112E-09
+H-C7H8O2	1	-123.045153044659	5.47521022093903E-09
-H-C7H6O2	-1	-123.044055884841	5.47521022093903E-09
+H-C3H8O5	1	-123.029896903369	1.36104952335438E-08
-H-C3H6O5	-1	-123.028799743551	1.36104952335438E-08
+H-C7H8S	1	-123.027394979919	4.47654026315835E-08
+H-C7H5Cl	1	-123.000701390829	1.29384760010405E-06
+H-C6H9N3	1	-122.072370851039	8.43312125503417E-09
+H-C7H9NO	1	-122.061137461749	3.9703508391752E-09
+H-C7H9ON	1	-122.061137461749	3.9703508391752E-09
+H-C6H4-(OCH3)NH2	1	-122.061137461749	3.9703508391752E-09
-H-C7H7NO	-1	-122.060040301931	3.9703508391752E-09
-H-C3H7SO2N	-1	-122.027026095901	4.51827723375115E-08
+H-C2H6O3NP	1	-122.001253602619	2.33385010601026E-08
+H-C9H14	1	-121.102273998899	1.1791552877091E-09
-H-C5H12O3	-1	-121.085920697791	8.24218947128783E-09
+H-C7H10N2	1	-121.077121878839	5.66040468807691E-09
+H-C5H11FO2	1	-121.067031304079	1.83274810069859E-08
+H-H2O-C8H8	1	-121.065888489549	2.83903257617805E-09
+H-C8H10O	1	-121.065888489549	2.83903257617805E-09
-H-C8H8O	-1	-121.064791329731	2.83903257617805E-09
+H-C4H10O4	1	-121.050632348259	1.09071340315437E-08
-H-C4H8O4	-1	-121.049535188441	1.09071340315437E-08
+H-C3H10N2OS	1	-121.044107672809	4.51992479580682E-08
-H-CH6F2O4	-1	-121.030691449441	3.66155495856776E-08
+H-C7H6O2	1	-121.029502980199	5.4571487690563E-09
+H-C6H5CO2H	1	-121.029502980199	5.4571487690563E-09
-H-C7H4O2	-1	-121.028405820381	5.4571487690563E-09
+H-C3H6OS2	1	-120.978730709429	8.95642335262418E-08
+H-C2Cl2N2	1	-120.936576920539	2.58770116215834E-06
-H-C9H11	-1	-120.093351806851	1.0884510348084E-09
+H-2(CH3)-C6H3NH2	1	-120.081872906639	2.94383583312133E-09
+H-C8H11N	1	-120.081872906639	2.94383583312133E-09
-H-C5H11O3	-1	-120.078095665561	8.22970265217712E-09
-H-C4H9O3N	-1	-120.065519605531	8.67233817954793E-09
+H-C4H11NOS	1	-120.048858700609	4.49399377408836E-08
+H-C7H7NO	1	-120.045487397289	3.94123362214162E-09
+H-C7H7ON	1	-120.045487397289	3.94123362214162E-09
-H-C7H5NO	-1	-120.044390237471	3.94123362214162E-09
-H-C7H5ON	-1	-120.044390237471	3.94123362214162E-09
-C4H8O4	-1	-120.041710156211	1.09007205879546E-08
+H-C4H3N5	1	-120.031568666519	1.4004249020191E-08
-H-C3H5O4N	-1	-120.029134096181	1.124450040143E-08
+H-C7H4FN	1	-120.025500843759	1.77035739718887E-08
+H-C3H7NO2S	1	-120.012473191259	4.51802230271338E-08
+H-NH3-C5H13NO	1	-119.118986691789	6.37327268171875E-09
-H-C6H14O2	-1	-119.106656142681	5.60588306928244E-09
+H-C5H12O3	1	-119.071367793149	8.21819802200475E-09
-H-C5H10O3	-1	-119.070270633331	8.21819802200475E-09
-H-H2O-C4H7CO2H	-1	-119.070270633331	8.21819802200475E-09
+H-C5H9FO2	1	-119.051381239619	1.83193989706986E-08
+H-C8H8O	1	-119.050238425089	2.7922810748174E-09
-H-C8H6O	-1	-119.049141265271	2.7922810748174E-09
+H-C4H8O4	1	-119.034982283799	1.08950585319328E-08
+H-C6H4N2O	1	-119.025086305029	6.23229622152055E-09
+H-C4H8O2S	1	-119.017224219059	4.50945236577352E-08
+H-C7H4O2	1	-119.013852915739	5.44507451773659E-09
+H-C5H13O2N	1	-118.087352210239	6.21312804216789E-09
+H-C8H9N	1	-118.066222842179	2.89309315414752E-09
+H-C4H9NO3	1	-118.050966700889	8.65524511996344E-09
+H-C6H5N3	1	-118.041070722119	8.40967452107297E-09
+H-C4H9NOS	1	-118.033208636149	4.49366423171636E-08
+H-C7H5ON	1	-118.029837332829	3.92030320694893E-09
+H-C7H5NO	1	-118.029837332829	3.92030320694893E-09
+H-NH3-C5H11NO	1	-117.103336627329	6.3370243830889E-09
+H-C6H14O2	1	-117.092103238039	5.56463820412326E-09
+H-C9H10	1	-117.070973869979	8.163382761063E-10
+H-C5H10O3	1	-117.055717728689	8.19815151537905E-09
-H-C5H8O3	-1	-117.054620568871	8.19815151537905E-09
+H-C7H6N2	1	-117.045821749919	5.61955999960173E-09
+H-C2H6N4O2	1	-117.041798997919	1.24609616360328E-08
+H-C5H10OS	1	-117.037959663949	4.48508443947621E-08
+H-C8H6O	1	-117.034588360629	2.75669717686234E-09
+H-C4H6O4	1	-117.019332219339	1.08859931167708E-08
-H-C4H4O4	-1	-117.018235059521	1.08859931167708E-08
-H-C4H4S2	-1	-116.982718930041	8.9522948060012E-08
+H-HCCl3	1	-116.907106625909	3.881542647702E-06
-CCl3	1	-116.907106625909	3.881542647702E-06
+H-C6H15ON	1	-116.108087655129	4.10483669631125E-09
+H-H2O-C6H13N	1	-116.108087655129	4.10483669631125E-09
+H-C6H15NO	1	-116.108087655129	4.10483669631125E-09
-H-C6H13NO	-1	-116.106990495311	4.10483669631125E-09
+H-C5H11NO2	1	-116.071702145779	6.18392760004716E-09
+H-C5H11O2N	1	-116.071702145779	6.18392760004716E-09
+H-C8H7N	1	-116.050572777719	2.85300274741115E-09
+H-C3H7N3O2	1	-116.046550025719	1.00230714818625E-08
+H-C4H7NO3	1	-116.035316636429	8.64192714415085E-09
+H-C6H16N2	1	-115.124072072219	5.76410503790299E-09
-H-C7H14O	-1	-115.111741523111	3.04053147061096E-09
-H-C6H12NO	-1	-115.099165463081	4.0776890812123E-09
+H-C5H12ON2	1	-115.087686562869	6.30578856925429E-09
-H-C5H10N2O	-1	-115.086589403051	6.30578856925429E-09
-H-C5H10ON2	-1	-115.086589403051	6.30578856925429E-09
+H-C3H13FO3	1	-115.077595988109	1.93190850845736E-08
+H-C6H12O2	1	-115.076453173579	5.52904058504394E-09
+H-C9H8	1	-115.055323805519	6.349297703049E-10
+H-C4H8N2O2	1	-115.051301053519	7.83273260205161E-09
+H-C5H8O3	1	-115.040067664229	8.18207894738831E-09
-H-C5H6O3	-1	-115.038970504411	8.18207894738831E-09
+H-C3H7F3O	1	-115.037622881049	5.25088684324567E-08
+H-H8N2O5	1	-115.036044912229	1.4717994209609E-08
+H-H5O5P	1	-114.980183805099	2.55942827154238E-08
+H-H2O-H3PO4	1	-114.980183805099	2.55942827154238E-08
+H-H4SO5	1	-114.970667948849	4.6780921613379E-08
+H-C7H17N	1	-114.128823100019	3.15430217409111E-09
+H-C6H13ON	1	-114.092437590669	4.05239024597597E-09
+H-C6H13NO	1	-114.092437590669	4.05239024597597E-09
-H-C4H7N3O	-1	-114.066188310791	8.86065640286729E-09
+H-C5H9NO2	1	-114.056052081319	6.15993337210973E-09
+H-C5H9O2N	1	-114.056052081319	6.15993337210973E-09
-H-C5H7NO2	-1	-114.054954921501	6.15993337210973E-09
-H-C5H7O2N	-1	-114.054954921501	6.15993337210973E-09
+H-C5H9NS	1	-114.038294016579	4.48542988458535E-08
+H-C3H5O2N3	1	-114.030899961259	1.00148597943576E-08
+H-C4H5O3N	1	-114.019666571969	8.63240172460282E-09
+H-C5H7SO	1	-114.014484567259	4.48467168938365E-08
+H-C3H5SN3	1	-114.013141896519	4.55440529872446E-08
+H-C6H14N2	1	-113.108422007759	5.7240003707459E-09
+H-C7H14O	1	-113.097188618469	2.96379907890132E-09
+H-C3H14O4	1	-113.081932477179	1.09402729304874E-08
+H-C5H10ON2	1	-113.072036498409	6.27964003907605E-09
+H-C3H11FO3	1	-113.061945923649	1.93097138507863E-08
+H-C6H10O2	1	-113.060803109119	5.49919988100924E-09
+H-C2H10O5	1	-113.045546967829	1.36201634670857E-08
+H-C4H6N2O2	1	-113.035650989059	7.82011801313635E-09
-H-C4H4N2O2	-1	-113.034553829241	7.82011801313635E-09
+H-C5H6O3	1	-113.024417599769	8.17000377144542E-09
+H-C7H15N	1	-112.113173035559	3.07505878249822E-09
+H-C6H11NO	1	-112.076787526209	4.00747641289791E-09
+H-C6H11ON	1	-112.076787526209	4.00747641289791E-09
-H-C4H5ON3	-1	-112.050538246331	8.84764762904996E-09
+H-C5H7O2N	1	-112.040402016859	6.14120638205487E-09
+H-C2H2F3ON	1	-112.001571724329	5.2580764098363E-08
+H-C2H2F3NO	1	-112.001571724329	5.2580764098363E-08
+H-C8H16	1	-111.117924063359	1.3605637935105E-09
+H-C7H12O	1	-111.081538554009	2.89641095640296E-09
+H-C5H8N2O	1	-111.056386433949	6.25864255670112E-09
+H-C5H8ON2	1	-111.056386433949	6.25864255670112E-09
+H-C6H8O2	1	-111.045153044659	5.47521022093903E-09
-H-C6H6O2	-1	-111.044055884841	5.47521022093903E-09
+H-C3H4ON4	1	-111.031234313889	1.15309511900832E-08
+H-C2H8O5	1	-111.029896903369	1.36104952335438E-08
-H-C2H6SO3	-1	-111.011041678811	4.55025774309089E-08
+H-C2H5FO4	1	-111.009910349839	2.05895566622178E-08
+H-C5H4O3	1	-111.008767535309	8.16194372937746E-09
+H-C3H3F3O	1	-111.006322752129	5.2506361440203E-08
+H-C6H5Cl	1	-111.000701390829	1.29384760010405E-06
+H-C5H4OS	1	-110.991009470569	4.48442402109298E-08
+H-CH5O4P	1	-110.985269185529	2.4259514167208E-08
-H-NO4S	-1	-110.962080109431	4.61485533043022E-08
+H-C2H2Cl2O	1	-110.940993595709	2.58769652868345E-06
+H-C2H3N3-C3H6	1	-110.072370851039	8.43312125503417E-09
+H-C6H9NO	1	-110.061137461749	3.9703508391752E-09
+H-C6H9ON	1	-110.061137461749	3.9703508391752E-09
+H-C4H5ON3	1	-110.035985341689	8.83834392507714E-09
-H-C2H7NO2S	-1	-110.027026095901	4.51827723375115E-08
-H-C6H5S	-1	-110.018472787871	4.4764208005597E-08
+H-C6H4Cl	1	-109.992876358599	1.2938475778484E-06
+H-CH6BrN	1	-109.961085345489	0.000110485672676426
+H-CH4BrO	1	-109.937275896169	0.000110485672673795
+H-C8H14	1	-109.102273998899	1.1791552877091E-09
-H-C8H12	-1	-109.101176839081	1.1791552877091E-09
+H-C4H14O3	1	-109.087017857609	8.24218947128783E-09
+H-C7H10O	1	-109.065888489549	2.83903257617805E-09
-H-C7H8O	-1	-109.064791329731	2.83903257617805E-09
+H-C3H10O4	1	-109.050632348259	1.09071340315437E-08
-H-C3H8O4	-1	-109.049535188441	1.09071340315437E-08
+H-C5H6N2O	1	-109.040736369489	6.24284809815902E-09
+H-C6H6O2	1	-109.029502980199	5.4571487690563E-09
+H-C6H6S	1	-109.011744915459	4.47631971433221E-08
+H-C3H7ClO2	1	-109.006180694429	1.29385909264935E-06
+H-C3H4Cl2	1	-108.961729040599	2.5876951127752E-06
-H-CO4S	-1	-108.959006105001	4.60634945354462E-08
+H-CH5BrN	1	-108.953260313259	0.000110485672676091
+H-C2Cl2O	1	-108.925343531249	2.58769652868345E-06
+H-C7H11N	1	-108.081872906639	2.94383583312133E-09
+H-C6H7ON	1	-108.045487397289	3.94123362214162E-09
+H-C6H7NO	1	-108.045487397289	3.94123362214162E-09
+H-C2H7SO2N	1	-108.012473191259	4.51802230271338E-08
+H-C2H7NO2S	1	-108.012473191259	4.51802230271338E-08
+H-C5H3NO2	1	-108.009101887939	6.11973393695957E-09
+H-C8H12	1	-107.086623934439	9.977467819077E-10
-H-C8H10	-1	-107.085526774621	9.977467819077E-10
+H-C6H8N2	1	-107.061471814379	5.63710110473339E-09
+H-C7H8O	1	-107.050238425089	2.7922810748174E-09
-H-C7H6O	-1	-107.049141265271	2.7922810748174E-09
+H-C3H8O4	1	-107.034982283799	1.08950585319328E-08
-H-C3H6O4	-1	-107.033885123981	1.08950585319328E-08
-H-C2H2O5	-1	-106.997499614631	1.3598400275126E-08
+H-C2H4O3S	1	-106.980838709709	4.54989611133714E-08
+H-C3H5ClS	1	-106.972772565229	1.29462162442621E-06
+H-CHO4P	1	-106.953969056609	2.42568009318018E-08
+H-C4H13O2N	1	-106.087352210239	6.21312804216789E-09
+H-C7H9N	1	-106.066222842179	2.89309315414752E-09
+H-C6H5CH2NH2	1	-106.066222842179	2.89309315414752E-09
-H-C4H9O3	-1	-106.062445601101	8.20767971094773E-09
+H-C3H7O2S	1	-106.009399186829	4.50933377509207E-08
+H-CHSO3N	1	-105.960437617449	4.55842611029901E-08
+H-CBrO	1	-105.905975767249	0.000110485672673497
+H-C5H14O2	1	-105.092103238039	5.56463820412326E-09
+H-C8H10	1	-105.070973869979	8.163382761063E-10
+H-C3H10N2O2	1	-105.066951117979	7.84952051930938E-09
+H-CH11FO4	1	-105.056860543219	2.06063323644018E-08
+H-C4H10O3	1	-105.055717728689	8.19815151537905E-09
-H-C4H8O3	-1	-105.054620568871	8.19815151537905E-09
+H-C7H6O	1	-105.034588360629	2.75669717686234E-09
+H-C3H6O4	1	-105.019332219339	1.08859931167708E-08
-H-C3H4O4	-1	-105.018235059521	1.08859931167708E-08
+H-C3H6O2S	1	-105.001574154599	4.5092334266948E-08
-H-CN2O4	-1	-104.993082939461	1.22344254018848E-08
+H-C5H15NO	1	-104.108087655129	4.10483669631125E-09
+H-C4H11O2N	1	-104.071702145779	6.18392760004716E-09
+H-C7H7N	1	-104.050572777719	2.85300274741115E-09
+H-C3H7O3N	1	-104.035316636429	8.64192714415085E-09
+H-C3H7NO3	1	-104.035316636429	8.64192714415085E-09
+H-C7H5O	1	-104.026763328399	2.74323421739237E-09
+H-HSCH2CONHCH3	1	-104.017558571689	4.49340790427362E-08
+H-C5H12O2	1	-103.076453173579	5.52904058504394E-09
-H-C5H10O2	-1	-103.075356013761	5.52904058504394E-09
+H-C5H12S	1	-103.058695108839	4.47720184445081E-08
+H-C8H8	1	-103.055323805519	6.349297703049E-10
+H-C4H8O3	1	-103.040067664229	8.18207894738831E-09
-H-C4H6O3	-1	-103.038970504411	8.18207894738831E-09
-H-CH4F2O3	-1	-103.020126765411	3.58990965439579E-08
+H-C3H4O4	1	-103.003682154879	1.08799453102703E-08
+H-C2H4N2OS	1	-102.997157479429	4.51926946878292E-08
+H-CClF3	1	-102.956785717869	1.2949096417399E-06
+H-C5H13ON	1	-102.092437590669	4.05239024597597E-09
+H-C5H13NO	1	-102.092437590669	4.05239024597597E-09
+H-C4H9NO2	1	-102.056052081319	6.15993337210973E-09
+H-C4H9O2N	1	-102.056052081319	6.15993337210973E-09
-H-C3H3NO3	-1	-102.018569412151	8.63240172460282E-09
+H-C3H2ClNO	1	-101.975214918139	1.29385344070615E-06
+H-C5H14N2	1	-101.108422007759	5.7240003707459E-09
+H-C6H14O	1	-101.097188618469	2.96379907890132E-09
-H-C6H12O	-1	-101.096091458651	2.96379907890132E-09
+H-C5H10O2	1	-101.060803109119	5.49919988100924E-09
-H-C5H8O2	-1	-101.059705949301	5.49919988100924E-09
+H-C3H6N2O2	1	-101.035650989059	7.82011801313635E-09
+H-C3H6O2N2	1	-101.035650989059	7.82011801313635E-09
+H-C4H6O3	1	-101.024417599769	8.17000377144542E-09
+H-C2H5F3O	1	-101.021972816589	5.25073015763252E-08
+H-C3H6N2S	1	-101.017892924319	4.51122776142337E-08
+H-C4H6SO	1	-101.006659535029	4.48457078913856E-08
+H-C6H15N	1	-100.113173035559	3.07505878249822E-09
-H-C6H13N	-1	-100.112075875741	3.07505878249822E-09
+H-C6H13O	1	-100.089363586239	2.92889457692479E-09
+H-C5H11ON	1	-100.076787526209	4.00747641289791E-09
+H-C5H11NO	1	-100.076787526209	4.00747641289791E-09
+H-C2H7N5	1	-100.062868795439	1.40136455994626E-08
+H-C4H7O2N	1	-100.040402016859	6.14120638205487E-09
+H-C4H7NO2	1	-100.040402016859	6.14120638205487E-09
+H-C3H5NO-CH2O	1	-100.040402016859	6.14120638205487E-09
-C5H5Cl	1	-100.008526423059	1.29384762871845E-06
+H-C3H3NO3	1	-100.004016507509	8.62668142433662E-09
+H-C5H12N2	1	-99.0927719432991	5.68939994134479E-09
+H-C6H12O	1	-99.0815385540091	2.89641095640296E-09
+H-C5H8O2	1	-99.0451530446591	5.47521022093903E-09
+H-C3H4O2N2	1	-99.0200009245991	7.81169697027933E-09
+H-C2N2O(CH3)OH	1	-99.0200009245991	7.81169697027933E-09
+H-C4H4O3	1	-99.0087675353091	8.16194372937746E-09
-H-C4H2O3	-1	-99.0076703754909	8.16194372937746E-09
+H-C2H3F3O	1	-99.0063227521291	5.2506361440203E-08
-H-H3PO4	-1	-98.9841720257109	2.4259514167208E-08
-H-H3O4P	-1	-98.9841720257109	2.4259514167208E-08
+H-CH2Cl2O	1	-98.9409935957091	2.58769652868345E-06
+H-C6H13N	1	-98.0975229710991	3.00469115186856E-09
+H-C5H9ON	1	-98.0611374617491	3.9703508391752E-09
+H-C5H9NO	1	-98.0611374617491	3.9703508391752E-09
+H-C3H5N3O	1	-98.0359853416891	8.83834392507714E-09
-H-C4H3NO2	-1	-98.0236547925809	6.12779492126703E-09
